loss,val_loss,mape,val_mape
588243.75,2003331.5,88.62567138671875,64.78044891357422
238550.484375,446404.4375,56.79506301879883,37.04829406738281
66367.5625,324253.25,41.595279693603516,31.370302200317383
89016.7890625,951042.0625,42.43531036376953,44.5018424987793
101073.9765625,314283.9375,46.08499526977539,33.51356887817383
48973.8515625,261865.875,39.919437408447266,31.10713768005371
45275.00390625,254711.265625,39.20231628417969,31.009132385253906
44500.4296875,253765.03125,38.92495346069336,30.755653381347656
44347.80078125,267846.15625,38.77122116088867,30.971942901611328
44817.1875,262288.0,39.098915100097656,31.725017547607422
43781.53515625,265680.8125,38.88227081298828,32.01642990112305
205912.171875,331432.5625,42.37059020996094,32.2642707824707
47822.73046875,274687.46875,37.62071990966797,31.177391052246094
267009.90625,301887.59375,63.66414260864258,31.625444412231445
59483.10546875,316524.125,43.23286056518555,31.674396514892578
52928.359375,310857.96875,39.26236343383789,31.85683822631836
49580.6171875,293536.65625,37.729705810546875,31.227195739746094
49361.51171875,283667.21875,37.56332015991211,31.093568801879883
48334.96484375,285521.90625,37.66587829589844,31.04746437072754
47030.32421875,283296.875,37.21427917480469,31.01911735534668
205447.765625,24989856.0,49.430335998535156,295.32904052734375
815831.125,354465.625,99.62583923339844,36.805274963378906
61058.65625,302869.75,44.59373474121094,33.14905548095703
58568.40234375,302914.875,43.85566711425781,33.016536712646484
58581.73828125,300043.75,43.49177169799805,33.12807083129883
57630.4140625,302319.90625,43.09573745727539,32.710391998291016
57092.4609375,311968.5625,42.898983001708984,33.765296936035156
57135.13671875,306915.59375,42.91714859008789,33.881263732910156
56921.75390625,315547.1875,42.80821990966797,33.38875198364258
57735.390625,314955.34375,42.81438446044922,33.86359405517578
56753.359375,311919.0625,42.32701110839844,34.34934616088867
57910.3828125,297965.59375,42.529380798339844,33.12620544433594
55696.60546875,327169.1875,42.13716125488281,34.531944274902344
55756.03515625,293324.28125,42.19971466064453,32.97047805786133
54967.3203125,320324.96875,41.59803771972656,34.02372741699219
55219.9765625,306236.15625,41.69481658935547,33.86483383178711
55666.609375,299488.5625,41.43852996826172,32.0300407409668
54713.48828125,284806.25,41.248653411865234,32.39320373535156
56166.5234375,766932.4375,41.42755889892578,49.04711151123047
151250.765625,304197.3125,47.68098831176758,32.72528839111328
