loss,val_loss,mape,val_mape
1843235.375,754900.8125,17.882801055908203,12.819051742553711
478368.46875,713027.375,12.254343032836914,11.140445709228516
1105845.125,748604.9375,14.627614974975586,12.72227668762207
371293.75,717407.0625,12.117243766784668,12.340058326721191
578365.375,842674.375,12.117735862731934,13.177408218383789
1188095.125,1355019.75,14.730063438415527,14.992128372192383
1259956.0,713858.1875,15.762858390808105,11.168683052062988
302370.8125,766667.875,10.680383682250977,12.245713233947754
304319.71875,671674.9375,10.576096534729004,10.977506637573242
298193.21875,790415.25,10.512136459350586,11.347119331359863
302010.625,649597.4375,10.292607307434082,11.08958625793457
3388132.75,6304873.5,23.33582305908203,34.98664474487305
614962.875,571035.875,13.228741645812988,10.199410438537598
249592.8125,572319.5,9.368653297424316,10.242653846740723
248949.953125,598532.1875,9.360365867614746,10.533764839172363
243892.609375,552146.1875,9.316283226013184,9.981505393981934
244360.171875,549138.9375,9.315869331359863,10.027667999267578
240366.78125,553633.8125,9.25053596496582,10.284704208374023
251742.28125,547195.0,9.304000854492188,9.704843521118164
244490.40625,515803.8125,9.323572158813477,9.891539573669434
236585.734375,496040.78125,9.037829399108887,9.455434799194336
229136.46875,461333.8125,8.909270286560059,9.191324234008789
215610.625,512895.375,8.55946159362793,9.968802452087402
237336.453125,395870.75,8.61518669128418,8.521635055541992
182715.609375,345621.75,7.732393741607666,7.8260369300842285
172894.015625,312998.34375,7.279098033905029,7.344396591186523
151495.578125,308068.28125,6.776458263397217,7.163074016571045
148286.921875,354663.1875,6.711690902709961,7.918248653411865
143570.375,316386.25,6.563244819641113,7.412012577056885
142889.0625,301701.96875,6.55583381652832,7.160794734954834
140082.640625,296410.9375,6.420485019683838,7.048842906951904
139649.25,298524.3125,6.487929821014404,7.021820068359375
138569.1875,296554.09375,6.4468255043029785,7.006324291229248
136549.453125,300628.3125,6.41133975982666,7.0574469566345215
141808.9375,363201.96875,6.531763553619385,7.7111053466796875
135625.09375,306885.65625,6.3804240226745605,7.101364612579346
136623.25,304482.78125,6.409445762634277,7.085973262786865
134774.671875,343386.34375,6.419291973114014,7.600559234619141
138221.59375,304132.28125,6.436532020568848,7.08725643157959
136010.640625,311089.0625,6.392244815826416,7.235605239868164
