6.294108035162094827e-01,2.092107441946265212e+01,1.397232857456434374e+01,1.603634747037558483e+01,7.495334424195752909e+00,1.588504099706458383e+01,1.698058502841421813e+01
2.005386123302547574e+01,1.130852660555684785e+01,2.007009197715512983e+01,9.517426059312967368e+00,1.671137224163923563e+01,1.643149298664983249e+01,3.628918105083333012e-01
4.113042880631138765e+00,3.121825968856832390e+01,2.099096729819044782e+01,2.764727051495109578e+01,2.473828213089707972e+01,6.234211103471182014e+00,7.664813859676431029e+00
3.317169345664326130e+01,2.276455235203841099e+01,3.128824459321315388e+01,2.791038334526655262e+01,6.647680108355475959e+00,6.607770253642174296e+00,7.237198018099082475e+00
1.464189550045987076e+01,2.214299769708285481e+01,2.069951772646806987e+01,4.445966011475595003e-01,1.379697523256001368e+01,1.374974175446168090e+01,3.022619664522951410e+01
1.836072152121023393e+01,1.740937066598638339e+01,1.743515417536027012e+00,1.679148230882494630e+01,1.726056415073602324e+01,2.496878552172484689e+01,1.992937541563474113e+01
1.395576786741160369e+01,3.441249170144145886e+00,1.718454980455929260e+01,1.956840084694360726e+01,2.057088312706670408e+01,1.504676177536231307e+01,1.686307863776205807e+01
4.934996058184736967e+00,1.713747664658252390e+01,1.855285942690354872e+01,1.915266515512545098e+01,1.266189546642817199e+01,1.329597090075202992e+01,9.609492983042784431e+00
1.473555279666783591e+01,1.490133722847327746e+01,2.624146946727289276e+01,1.702733282167262274e+01,1.583479464590927854e+01,1.139495329219880837e+01,1.077199389901673632e+00
9.310331755194438230e+00,3.559914398341760489e+01,2.730180457140891193e+01,2.477487305577709620e+01,1.720585074538313464e+01,6.405013837281297917e+00,1.168772969148595742e+01
4.045030795625849862e+01,3.197456189947944694e+01,3.110106682999085947e+01,2.254930342811527311e+01,8.954128777432636355e+00,9.300847018494884821e+00,5.198725502517766550e+00
2.246770804668867427e+01,2.145072160579988463e+01,1.501782454101223330e+01,1.080326083275260807e+00,1.650711246412626565e+01,1.233873196316391585e+01,1.195902624403365699e+01
1.634166067257290678e+01,1.068425630905892199e+01,1.139668848699502801e+00,2.043686760104431244e+01,1.675001635935317168e+01,5.979499874392892877e+00,8.271057517926029945e+00
8.587599206884258152e+00,1.873795134453876576e+00,1.979201211734692833e+01,1.820651294414344079e+01,3.320788106054256339e+00,4.689093261227355036e+00,9.924771175525942013e+00
2.047156069776681520e+00,1.874973705058194184e+01,1.611741549225552106e+01,3.731698652863836063e+00,3.904870494905231748e+00,8.083942274530080851e+00,6.967782678900418247e+00
1.725681426379144057e+01,1.335768154727280432e+01,8.456139897525535076e+00,6.831854348373027186e+00,9.431151249137771586e+00,7.878494394313700688e+00,1.805723118684962269e+00
6.976581326239764458e+00,1.734132715677858982e+01,1.683564282775284937e+01,1.866227760847774420e+01,1.428848544405827781e+01,4.136106833669509264e+00,1.838606778477809556e+01
2.041893615364887893e+01,2.032729601932027563e+01,2.323892723961026618e+01,1.833939443801816438e+01,5.770917671259994108e+00,1.682724550321436752e+01,5.637713684502513090e+00
1.496826466711044823e+01,1.804745699689600613e+01,1.428734768863578530e+01,1.255372492836678733e+00,2.120343907323286103e+01,1.036640811307630905e+01,2.810352238574700934e+01
1.346969928139548855e+01,1.069841352142826452e+01,1.168322498020658129e+00,2.442870365613810080e+01,1.452343957008478625e+01,2.192718748538214868e+01,1.932698874803458367e+01
7.890663764812402725e+00,2.204570919261798156e+00,2.470660033097518138e+01,1.656371268154643417e+01,1.815896398312515814e+01,1.469332498034590628e+01,6.393147268620517742e+00
3.123716374792638195e+00,2.398302559736982786e+01,1.539972392831709946e+01,1.756284680805031329e+01,1.309370876151167451e+01,3.828705934389810217e+00,2.394945439817020727e+01
2.289820782176511926e+01,1.248776968029610046e+01,2.235832105435492423e+01,1.575251905744608472e+01,4.854160452612603649e+00,2.431648442711807334e+01,8.325379747645365924e+00
4.088775198107110320e+00,3.564734646160770382e+01,2.933242749045372122e+01,1.623453911476181588e+01,3.443455067515247237e+01,1.695918784551596303e+01,1.529169116617023150e+01
3.751171874999997868e+01,3.166178350320080170e+01,1.905600870349978138e+01,3.763425747373248242e+01,1.743314841830466122e+01,1.462675129209921820e+01,1.805678924070681646e+01
2.221094469480008371e+01,1.095148592373350560e+01,2.919042345194414878e+01,8.907752354627348268e+00,2.128814849187508074e+01,2.427101630702616575e+01,2.260390172409127985e+00
5.825239288882794852e+00,2.454169427683931914e+01,6.066063933251426121e+00,2.528808605270143772e+01,2.826140655801180301e+01,7.916166209233260531e+00,2.245675858203471265e+01
2.472071261793576014e+01,8.121870361128166849e+00,2.311073391603752114e+01,2.789092047134607455e+01,8.341982381365289356e+00,2.370553617042783401e+01,1.496475704229168002e+01
3.636198396549952250e+00,2.458456268616551554e+01,2.909611443079411686e+01,1.173085093781286581e+01,2.692380882920466689e+01,8.920522224269483047e+00,1.764530119608243908e+01
2.433053754829244753e+01,2.708782836260910187e+01,8.512025226630628438e+00,2.612434738863570871e+01,8.986323383172196699e+00,1.615433917582354439e+01,7.597094292579568808e+00
1.888849322813993581e+01,3.398963986062480735e+00,1.574981600080860566e+01,2.285998076850125216e+01,2.765708321958321037e+01,1.752116754728192305e+01,1.124335968964929044e+01
1.044127857468535581e+01,9.478019217693347542e+00,3.301223120610421802e+01,3.838308318972381272e+01,2.424793173832161131e+01,5.828771725323742992e+00,3.115342114744557911e+00
1.169264244431786892e+01,2.965639598055578929e+01,3.599973090988714830e+01,2.189588253152128061e+01,9.085180405384466695e+00,5.732614338492885153e+00,5.772847711734153364e+01
3.345327487562862245e+01,4.014263606646418481e+01,2.673389281469614076e+01,6.206663836436574933e+00,4.229102097466387100e+00,6.130647293035828227e+01,4.250531830535895494e+01
2.986316536707160907e+01,1.850619848723644978e+01,1.202893708563107289e+01,1.116392651900597599e+01,4.864343750828121671e+01,3.180326780601078696e+01,3.340804149204533502e+01
1.148512266174038032e+01,1.565832922675661010e+01,1.428718377265270689e+01,3.937169041167584993e+01,2.350830591913817713e+01,2.378691166326082040e+01,3.832324993099467747e+01
1.650092204345838454e+01,1.335912257050607188e+01,4.286423358994063904e+01,2.275457826758775326e+01,2.205336918121362189e+01,3.445561899340057721e+01,2.362747042965218824e+01
5.978961388862336079e+00,5.722287425303424158e+01,3.716137934019693034e+01,3.397100636718388245e+01,4.446548636203954175e+01,3.174360779415082945e+01,4.074375142406085004e+00
6.107569632612094068e+01,4.133765419120727103e+01,3.998917456070471133e+01,4.989475140049432156e+01,3.387618104957088860e+01,2.395910427584458713e+00,8.362701095793809714e+00
2.852827602663188955e+01,2.755433952012329257e+01,3.861462646165813339e+01,2.165139135896565037e+01,1.178155973325303663e+01,1.858122888817015372e+00,4.185138073070460507e+01
2.191018403066406961e+01,3.372363036202699504e+01,1.956445947662599139e+01,1.614409551278399135e+01,6.832135966921802250e+00,3.363550900971132762e+01,2.649745600286464864e+01
3.114333012615426810e+01,1.937959698932924368e+01,1.487736317825987342e+01,8.328905323550017670e+00,3.054556880663882978e+01,2.199920220337888210e+01,2.402482973687265044e+01
1.526402050869464766e+01,1.587380239018455264e+01,8.321021374604711696e+00,2.663504623383565217e+01,1.776327692072883835e+01,1.795250911216307443e+01,2.443680712333650007e+01
1.643012934033428252e+01,6.694955255273462136e+00,3.090461507070308045e+01,1.790120933420211813e+01,1.702407244714216716e+01,2.164900932747147877e+01,8.266111666563318749e+00
1.853699651654811653e+00,4.524394871321656808e+01,3.275757695829810956e+01,2.937962469505108842e+01,3.139103122029467485e+01,1.582856225715111620e+01,6.007062233905974935e+00
4.622812225556205590e+01,3.507296711368225317e+01,3.287152321967933943e+01,3.386527113533745137e+01,1.591608650974495021e+01,6.077909639851570844e+00,6.793838876850909481e-01
2.500841878140555608e+01,2.410423915253250016e+01,2.632619099780180250e+01,7.315699824580431887e+00,1.346324835063117398e+01,7.568799510053346502e+00,1.905576325406287452e+01
1.895068922078296580e+01,2.278647033923478915e+01,5.711371850715105225e+00,1.722651875496985241e+01,1.185115046450628995e+01,1.222239317672450731e+01,5.542069715040049971e+00
2.008117629366682166e+01,5.613268493975274609e+00,1.661557773465973398e+01,1.342323556696962150e+01,9.456706246687851092e+00,1.505094689497846971e+00,4.906276084079803645e+00
3.018989845558442298e+00,1.642874180492512437e+01,1.306426204799460500e+01,7.443547752715938159e+00,1.011359483744039833e+00,7.614827208876212561e-01,2.325391524366850149e+00
1.560289840592075095e+01,9.708467480174055808e+00,1.199888456931194547e+01,9.808265937322890871e-01,1.649654863090389778e+00,2.706514114063703680e+00,6.774879270074292137e+00
2.878036534362069965e+00,2.287597104227387490e+01,1.128997892136035297e+01,1.065825481601180691e+01,3.626589630899841765e+00,1.391261762995076978e+00,2.162356719962063778e+01
2.428425283049592309e+01,1.384414878080237088e+01,1.382577775091612438e+01,5.983289464217186548e+00,9.642384094762112001e-01,2.144405885496291475e+01,1.476972998569862661e+01
7.721162758203843346e+00,8.419801474704803113e+00,1.644742301419795716e+00,6.026841694998540611e+00,2.623088567323481612e+01,2.003322939329508401e+01,1.777308901711616329e+01
5.811417192589575897e+00,4.339605417785831198e-01,6.831655448515602913e+00,2.801269415130797213e+01,2.249888496436068763e+01,1.370662603734438001e+01,9.383124805012467817e+00
1.069789218390257979e+00,6.072796425221828720e+00,2.763866645610384865e+01,2.331042028796706589e+01,1.160334543568463062e+01,6.451994072379356737e+00,2.928822833481215682e+01
5.790418879860744106e+00,2.534294413272889912e+01,2.135690435392830011e+01,1.273651452282155994e+01,6.380786579658889401e+00,2.757794476486243695e+01,1.329070971385542244e+01
2.435399536319432912e+01,1.802938495104825023e+01,1.708065352697093786e+01,8.935954886387259322e+00,2.900318107315387195e+01,1.354418455070281269e+01,4.114009444738353061e+00
1.079786713329934145e+01,3.048020130964728125e+01,2.034275523866471147e+01,4.183167443834414456e+01,2.224797628012048278e+01,1.150067333589841390e+01,5.714074344693555574e+00
