loss,val_loss,mape,val_mape
299295296.0,954016.9375,73.53954315185547,19.666353225708008
5411386.0,477881.625,20.143213272094727,11.665822982788086
3913576.5,477105.78125,19.30202865600586,11.764867782592773
4226792.5,513325.34375,20.066526412963867,12.6104736328125
4179842.75,485471.03125,19.38506507873535,12.073467254638672
4071140.5,562512.9375,19.198625564575195,13.827435493469238
4218993.0,470811.375,19.546539306640625,12.014690399169922
4166929.0,466951.9375,19.1878604888916,11.505914688110352
4102761.0,496180.84375,19.471071243286133,12.620230674743652
3964679.5,460190.34375,19.088319778442383,11.32468318939209
4144226.5,557227.3125,19.16417694091797,14.041183471679688
14100438.0,4426175.0,21.988727569580078,52.337921142578125
13221571.0,328007.03125,20.221023559570312,12.785280227661133
3591150.25,448022.03125,17.108366012573242,11.52939510345459
3602998.0,436278.71875,18.187009811401367,11.222681045532227
3620702.0,427257.84375,18.06304359436035,11.070548057556152
3449163.5,420778.4375,17.698856353759766,10.905959129333496
3507191.25,419551.03125,17.646854400634766,10.921274185180664
3454301.5,414919.28125,17.517457962036133,10.845113754272461
3468991.5,416283.34375,17.692861557006836,10.905203819274902
3454034.5,419916.65625,17.60563087463379,11.102219581604004
22957310.0,753077.625,28.785099029541016,17.92292594909668
4882491.0,360490.125,19.075170516967773,10.265060424804688
3182050.0,402078.75,17.67448616027832,12.432830810546875
3234324.5,326138.375,17.431150436401367,9.795985221862793
2858374.0,313304.59375,16.799829483032227,9.570820808410645
2732354.25,329506.0,16.267181396484375,10.786417961120605
2689162.25,282632.96875,15.840124130249023,9.135713577270508
2622939.0,265886.59375,15.137170791625977,8.899094581604004
2504381.75,293499.0,14.593937873840332,10.864653587341309
2414359.25,238930.46875,13.762001037597656,8.616488456726074
2337606.75,252262.6875,12.687895774841309,9.820643424987793
2284795.75,232027.0625,12.615633964538574,8.494184494018555
2280083.5,238726.828125,12.787466049194336,9.561419486999512
2336175.25,259500.40625,13.760865211486816,10.341967582702637
2298476.25,228437.078125,12.329510688781738,8.343185424804688
2385105.5,235659.4375,13.551528930664062,8.573040008544922
2220534.75,206782.546875,13.050580024719238,8.031554222106934
2555762.0,215563.6875,13.377314567565918,8.324365615844727
2239133.75,220636.484375,12.951021194458008,8.559843063354492
