8.097447597416047860e-02,1.282426357095363478e+01,7.424858212914300815e+00,4.431717925896604626e+00,3.316103282551897902e+00,1.557075635264090874e+00,4.188708413427597144e+00
1.263289145611700626e+01,6.711172443411471455e+00,2.796826707542174439e+00,3.480803437455866511e+00,1.880992184032399761e+00,2.584832143675903637e+00,4.538759790182321119e+00
1.560757187247364675e+00,2.817447257383987047e+00,3.264825821299959685e+00,6.727549205226362794e+00,2.726360794652963992e+00,2.037587424036035877e+00,7.631212523062711917e+00
4.684774525316477423e+00,5.242917225674341708e+00,1.013337529127829484e+01,3.815617615159454079e+00,3.655595138306781511e+00,5.259045560821968834e+00,6.345952037647354160e+00
4.016171466777293197e+00,9.256162616511316443e+00,3.952986396462359941e+00,1.896212279966463354e+00,6.507151633477523234e+00,6.544120274274302318e+00,1.308006178845260159e+01
7.686816189525076837e+00,3.021047842744809309e+00,1.779196190014661116e+00,8.237578880503225065e+00,7.922874958407273738e+00,1.286914970085966381e+01,6.122753705015447245e+00
3.085956788762982961e-01,2.244014564124133249e-01,9.382254869019575949e+00,1.059586835704778629e+01,9.985012488382899676e+00,4.808168857631726745e+00,9.829161283376565139e-01
6.074272776089765236e-01,9.119338994305872248e+00,9.641155208201290350e+00,9.214535896840148510e+00,4.552934862102583580e+00,2.240687580749370689e+00,2.837932025547436954e+00
8.744794682052404511e+00,8.774624427604891252e+00,1.128773324959340130e+01,4.566965624540028301e+00,2.767975479112850579e+00,4.790346601277363447e+00,1.713496450435811003e+00
5.313452770471539743e+00,1.586430972641728587e+01,1.006502313622313061e+01,5.982943213016812756e+00,8.732028056569333785e+00,3.354684419531676287e+00,2.457284028992107738e-01
1.934153113382899747e+01,1.351061489227626566e+01,1.063784116602068863e+01,1.114738304060218077e+01,6.249987245780292966e+00,3.669759013857146979e+00,1.082854957762929615e+01
7.536388380372380347e+00,5.423658551356606239e+00,6.785694742244515965e+00,3.871318029710787978e-01,1.806718560809879692e+00,6.058600880052154913e+00,3.144426480826918002e+00
1.794429640396226766e+00,4.121225479014590576e+00,1.628743039222473987e+00,5.257748543236222538e+00,2.671348394719690322e+00,1.453934032240799423e+00,2.193047478853759280e+00
3.067048984945247359e+00,1.795205386171837558e+00,4.717759327071820330e+00,1.486574960614953200e+00,7.588600243680487800e-01,3.102932108611671236e+00,5.809544677364356424e+00
2.789838183539712357e+00,4.945014000067246229e+00,2.117392913407217581e+00,4.148506118787380625e-01,2.404167843991575015e+00,6.640410446347382312e+00,4.188034385310458241e+00
3.952777836169761638e+00,3.863680702683618851e+00,2.240751358986729169e+00,3.180296195949428917e+00,8.057698592376482338e+00,7.162415524707578918e+00,5.084416118421057895e+00
5.786725031236422012e+00,4.625508113753224571e+00,6.712599863734175720e+00,9.577809089875724879e+00,9.301964197004370050e+00,8.638570472792155286e+00,3.562366529517579039e+00
3.020013757230088025e+00,5.676946915560774798e+00,9.544064134017887113e+00,7.289659040848101235e+00,7.104056436775206151e+00,3.744085394039833758e+00,5.912549494621697654e+00
4.337702461900281747e+00,8.932343963132771236e+00,7.535333636397741230e+00,5.491971628289479490e+00,4.775473289245724118e+00,6.286131769287869986e+00,1.314495396406023175e+01
7.253281178955747421e+00,6.655689604266666670e+00,5.477348976917935097e+00,6.440652225063288050e+00,4.890612423497811001e+00,1.325721947668609069e+01,1.217420748197114655e+01
