3.686633489196936608e+01,1.949933288404375986e+01,4.206786563351795571e+00,3.049551094389444472e+01,2.987707160907886461e+01,3.447011355174981162e+01,2.825761559962967695e+01
7.097924168550778568e+00,6.953290991053963088e-01,2.942829810122773893e+01,2.889524686353133376e+01,2.733721479812134092e+01,3.225357661345420013e+01,2.473553381212524727e+01
3.309884903768871123e+00,3.026644882944150439e+01,2.881670713976704334e+01,2.467560867002804414e+01,2.329293908751453657e+01,2.300251920503376368e+01,1.986234431132054468e+01
2.379991261246690470e+01,2.637631697569220890e+01,2.810346959640264686e+01,2.656682236098619754e+01,2.138074587734725895e+01,8.971407332063707329e+00,2.334411440682731964e+01
2.784986096029222580e+01,2.802171448162928513e+01,2.794645210164648930e+01,1.891525663167303861e+01,1.823495573683127802e+01,3.030978349428183449e+01,1.518573212279848761e+01
1.878988134365692986e+01,2.068271329591001972e+01,1.847082647078014617e+01,2.112290175673043180e+01,3.864795022624010556e+01,1.580373769902182701e+01,2.785780833804356149e+01
2.009501190769324808e+01,1.523200526649594266e+01,1.696291064317866670e+01,4.038508716273292976e+01,1.336175939236197507e+01,2.446014838611567654e+01,2.592590000854191956e+01
1.578326331379578207e+01,1.881500779085872210e+01,3.379556134224548458e+01,1.352063728932584397e+01,2.281976625949221216e+01,2.350376777147036478e+01,2.192861924671886698e+01
1.556998030644044029e+01,3.132859509956814037e+01,1.932543598170117960e+01,2.489416336603413171e+01,2.280424494555138182e+01,2.231821119478684778e+01,1.907807638801366323e+01
2.638582658236864376e+01,2.296131515207069995e+01,2.749524737558050091e+01,2.180197207851770713e+01,1.513960393445545272e+01,1.671811205473514761e+01,1.963624155882915545e+01
1.848359539103671523e+01,2.687324991250777373e+01,2.670067990760535537e+01,1.978131992213377899e+01,1.582616254261293953e+01,8.020852704428611091e+00,2.823840196059961727e+01
2.752901920870922581e+01,2.593570980968150508e+01,2.357247931909187955e+01,1.641926768571402562e+01,1.152047432618077494e+01,2.885973630381727872e+01,1.919420099664063528e+01
1.507993254886975976e+01,1.151720616808225195e+01,1.223630453226441439e+01,2.105307399199125129e+01,4.273295770062372867e+01,1.272788758205356885e+01,1.790141195914909034e+01
1.450753163777859278e+01,1.147685779344137735e+01,1.384702573610162268e+01,4.148506351606253162e+01,1.235658758633034715e+01,1.516987829256114217e+01,1.337100220411302587e+01
1.168720641645559155e+01,1.609100850701224061e+01,3.471008021242512598e+01,1.272725002989958654e+01,1.365849757438722989e+01,1.093571366251275734e+01,1.657982028803538910e+01
2.452886413947595656e+01,5.018743430839685260e+01,9.982261817532204873e+00,6.358873783151247849e+00,2.877243798006447584e+00,7.537827113281654334e+00,9.527721985774254776e+00
2.908142121747627229e+01,2.108426883750362180e+01,1.889478598540685184e+01,9.407672036349447708e+00,9.542584929826986695e+00,9.029947882691002903e+00,3.588356565113316776e+01
1.995258411059671033e+01,2.040221138573355120e+01,1.603288982821265307e+01,1.461101386046456163e+01,8.225032998863310851e+00,2.421268247465598478e+01,5.809223301713370802e+01
2.057402096507088984e+01,1.629377764852117139e+01,1.617699719985947127e+01,5.716277393898079318e+00,3.609022313116445702e+01,6.290331739738811478e+01,4.527221990505311489e+00
4.034718903381574684e+00,7.431904842994891069e+00,5.387893907049106978e+00,3.894217476222826235e+01,7.383761033338809909e+01,1.988582554072577890e+00,8.323588285948110510e+00
7.265761732234460091e+00,2.183950779863792935e+00,3.270871310763889284e+01,7.442757064287941660e+01,4.277173989425935297e+00,5.473115800556393573e+00,2.316616654731856073e+00
4.554493532936277345e-01,3.922983749405285181e+01,6.697313416640760408e+01,4.634635903164103787e+00,4.041795745648846250e+00,8.503404644173656601e-01,6.054798482127184300e+00
3.636631528429677473e+01,7.046123836834352971e+01,1.770929800367392337e+00,4.828475530524013237e+00,1.092064059620174277e+00,2.810468281351338860e+00,3.746985652060007332e+00
6.121886052233053022e+01,4.304732603716916906e+00,1.130022023853503654e+01,2.849883925746843905e-01,3.908681326081617224e-01,1.038089680119207214e+00,2.636280470687027488e+01
